cw_date,cw_id,선호그룹,메타그룹,카피라이팅,평균,매력성,자연스러움,적합성,길이,종결어미
2024-02-01,4019000,디저트,디저트,내추럴한 설 마음을 녹여줄 다양한 고급 디저트,8.75,9,8,8,10,P
2024-02-01,4019001,디저트,디저트,"인기 디저트, 부드러운 설 맞이",7.75,7,6,8,10,P
2024-02-01,4019002,디저트,디저트,우아한 아늑한 겨울을 위한 간편한 디저트 선물,7.75,8,5,8,10,P
2024-02-01,4019003,디저트,디저트,"인기 디저트, 즐거움이 가득한 우아한 여름",7.75,8,5,8,10,P
2024-02-01,4019004,디저트,디저트,"우아하게 맛있는 설날 디저트, 부드러운 감동",7.75,5,8,8,10,P
2024-02-01,4019005,디저트,디저트,설레는 달콤함 만나 우아한 디저트,7.75,7,6,8,10,P
2024-02-01,4019006,디저트,디저트,특별한 디저트로 화려한 겨울을 위한,6.75,4,5,8,10,P
2024-02-01,4019007,디저트,디저트,"내추럴한 캐릭터, 맛있는 디저트, 화려한 선물",6.75,7,5,5,10,P
2024-02-01,4019008,디저트,디저트,"다양한 맛, 간편한 즐거움 내추럴한 디저트 인기 최대 판매 시작",4.0,3,4,8,1,P
2024-02-01,4019009,디저트,디저트,"설레는 디저트, 부드러운 여름 만나다",0.0,5,8,8,10,F
2024-02-01,4020000,남성스타일,"남성스타일, 신발",차가운 겨울을 보내는 댄디한 스타일링,8.25,8,8,7,10,P
2024-02-01,4020001,남성스타일,"남성스타일, 신발",겨울 여행용 가볍고 스타일,7.75,7,7,7,10,P
2024-02-01,4020002,남성스타일,"남성스타일, 신발",고급스러운 스타일리시한 겨울 코디,7.75,5,8,8,10,P
2024-02-01,4020003,남성스타일,"남성스타일, 신발","모던한 댄디, 겨울철에 필수인 스타일",7.25,4,7,8,10,P
2024-02-01,4020004,남성스타일,"남성스타일, 신발",포인트가 디자인의 스타일리시한 겨울 웨어,7.0,7,5,6,10,P
2024-02-01,4020005,남성스타일,"남성스타일, 신발","트렌디한 남성스타일, 겨울용으로 디자인된 차가운 겨울 코디",6.75,8,7,8,4,P
2024-02-01,4020006,남성스타일,"남성스타일, 신발",고품질 겨울 여행용 웨어라벨,6.75,8,8,1,10,P
2024-02-01,4020007,남성스타일,"남성스타일, 신발",추운 겨울을 착용감 남성스타일,6.5,3,6,7,10,P
2024-02-01,4020008,남성스타일,"남성스타일, 신발","멋진 스타일, 포인트가 남성스타일, 보온성이 우수한 겨울 코디",5.25,4,7,8,2,P
2024-02-01,4020009,남성스타일,"남성스타일, 신발",멋진 남성스타일로 차가운 겨울을 따뜻하게 보내보세요,0.0,4,5,8,8,F
2024-02-01,4021000,남성스타일,"남성스타일, 스포츠",세련된 스타일로 겨울을 보내보라,8.0,9,8,5,10,P
2024-02-01,4021001,남성스타일,"남성스타일, 스포츠",겨울철에 필수인 고급스러운 남성스타일,7.5,4,8,8,10,P
2024-02-01,4021002,남성스타일,"남성스타일, 스포츠",겨울용으로 디자인된 고급스러운 남성스타일,7.5,4,8,8,10,P
2024-02-01,4021003,남성스타일,"남성스타일, 스포츠","고품질의 겨울철 필수, 착용감 남성스타일 상품",7.5,7,5,8,10,P
2024-02-01,4021004,남성스타일,"남성스타일, 스포츠","다이내믹한 겨울 여행용, 고품질의 남성스타일 혜택전",7.25,8,5,8,8,P
2024-02-01,4021005,남성스타일,"남성스타일, 스포츠",고품질의 겨울 분위기가 나는 남성스타일,7.25,7,5,7,10,P
2024-02-01,4021006,남성스타일,"남성스타일, 스포츠","멋진 남성스타일, 겨울용으로 디자인된 고품질 패션",6.5,4,5,8,9,P
2024-02-01,4021007,남성스타일,"남성스타일, 스포츠","트렌디한 남성스타일, 겨울 여행용 포근한 눈이 내린 웨어",5.25,4,5,7,5,P
2024-02-01,4021008,남성스타일,"남성스타일, 스포츠","강인한 트렌드, 겨울철 필수품! 겨울의 보온성이 우수한 남성스타일 제품들 특별",0.0,8,5,8,0,P
2024-02-01,4021009,남성스타일,"남성스타일, 스포츠",다이내믹한 남성스타일로 추운 겨울을 극복하세요,0.0,9,6,8,10,F
2024-02-01,4022000,남성스타일,"남성스타일, 명품",추운 겨울을 따뜻하게 트렌디한 남성스타일,7.75,8,5,8,10,P
2024-02-01,4022001,남성스타일,"남성스타일, 명품",겨울 스타일링이 가능한 아름다운 남성스타일 겨울 여행용,7.0,7,7,8,6,P
2024-02-01,4022002,남성스타일,"남성스타일, 명품","고품격의 남성스타일, 겨울철 스타일에 적합한 겨울 여행용 의류",6.75,9,8,8,2,P
2024-02-01,4022003,남성스타일,"남성스타일, 명품","멋진 스타일, 추운 겨울을 따뜻하게, 고품질의 남성 패션",6.5,7,6,8,5,P
2024-02-01,4022004,남성스타일,"남성스타일, 명품",고품격의 추운 겨울을 따뜻하게 스타일링이 가능한 남성스타일,6.25,8,7,6,4,P
2024-02-01,4022005,남성스타일,"남성스타일, 명품",겨울철 댄디한 스타일로 보온성이 좋은 웨딩 드레스,5.75,9,6,-1,9,P
2024-02-01,4022006,남성스타일,"남성스타일, 명품","독특한 아름다움, 겨울용으로 디자인된 남성스타일 컬렉션 이벤트",4.25,4,5,6,2,P
2024-02-01,4022007,남성스타일,"남성스타일, 명품","멋진 남성스타일로 추운 겨울을 따뜻하게, 스타일리시한 겨울을 보내는",0.0,7,6,8,0,F
2024-02-01,4022008,남성스타일,"남성스타일, 명품","트렌디한 겨울철 스타일로 완성하세요! 화려한 룩으로 차별화, 고급스러운 분위기로 감탄받으세요",0.0,9,8,6,0,F
2024-02-01,4022009,남성스타일,"남성스타일, 명품","겨울 여행용 우아한 스타일, 차가운 겨울을 보내는 마음껏 꾸미다",0.0,8,7,6,1,F
2024-02-01,4023000,남성스타일,"남성스타일, 남성의류",고급스러운 겨울철 유행을 패션,7.75,8,5,8,10,P
2024-02-01,4023001,남성스타일,"남성스타일, 남성의류",트렌디한 스타일로 겨울철 필수인 댄디한 남성스타일,7.5,8,5,8,9,P
2024-02-01,4023002,남성스타일,"남성스타일, 남성의류",겨울철 필수인 고품질의 보온성이 좋은 남성스타일,7.5,8,5,7,10,P
2024-02-01,4023003,남성스타일,"남성스타일, 남성의류","고급스러운 스타일, 스타일리시한 추운 겨울을 따뜻하게",7.0,8,5,8,7,P
2024-02-01,4023004,남성스타일,"남성스타일, 남성의류","고품질의 남성스타일, 따뜻한 보온성이 우수한 여름 패션",6.75,7,6,8,6,P
2024-02-01,4023005,남성스타일,"남성스타일, 남성의류",겨울철 착용감 남성스타일,5.25,3,2,7,9,P
2024-02-01,4023006,남성스타일,"남성스타일, 남성의류","세련된 트렌디, 겨울을 따뜻하게 보내는 차가운 겨울의 추억",4.75,3,4,8,4,P
2024-02-01,4023007,남성스타일,"남성스타일, 남성의류","트렌디한 겨울 여행용 옷, 유행을 겨울 분위기가 나는 제품,  기획전 진행중",0.0,8,5,8,0,P
2024-02-01,4023008,남성스타일,"남성스타일, 남성의류","품격있는 상품, 겨울철 차가운 겨울을 보내는",0.0,7,7,8,10,F
2024-02-01,4023009,남성스타일,"남성스타일, 남성의류",트렌디한 남성스타일로 차가운 겨울을 보내세요,0.0,9,8,9,10,F
2024-02-01,4024000,남녀공용의류,남녀공용의류,"겨울 따뜻함 가득한 컬러풀 의상, 포인트 패션 팁",8.5,9,8,8,9,P
2024-02-01,4024001,남녀공용의류,남녀공용의류,유니크한 포근한 따뜻한 남녀공용의류,8.25,8,7,8,10,P
2024-02-01,4024002,남녀공용의류,남녀공용의류,트렌디한 포근한 겨울철을 나기 위한 남녀공용 의류,8.0,8,7,8,9,P
2024-02-01,4024003,남녀공용의류,남녀공용의류,"컬러풀한 겨울 따스함, 포인트 패션 겨울철 캐주얼",7.5,7,6,8,9,P
2024-02-01,4024004,남녀공용의류,남녀공용의류,유니크한 스타일로 겨울철을 나기 위한 따뜻한 의류,7.5,7,8,6,9,P
2024-02-01,4024005,남녀공용의류,남녀공용의류,"고급스러운 남녀공용의류, 폭신한 따뜻함 더한 명절",7.0,6,5,8,9,P
2024-02-01,4024006,남녀공용의류,남녀공용의류,포근한 겨울을 나기 위한 유니크한 웨어,6.75,6,6,5,10,P
2024-02-01,4024007,남녀공용의류,남녀공용의류,"고급스러운 의류, 따스한 포근한 따뜻한 여름 패션",6.5,7,4,6,9,P
2024-02-01,4024008,남녀공용의류,남녀공용의류,"겨울에 트렌디하게 빛나는, 모던한 스타일, 얼음같은 웨딩드레스",4.5,4,7,5,2,P
2024-02-01,4024009,남녀공용의류,남녀공용의류,"트렌디한 색감으로 빛나는 따스한 겨울의 옷, 특별한 봄의 아이템 선물",0.0,6,7,8,0,P
2024-02-01,4025000,건강관리,"건강관리, 스포츠",겨울스포츠를 즐기는 청명한 건강관리,8.25,7,8,8,10,P
2024-02-01,4025001,건강관리,"건강관리, 스포츠","세련된 건강관리, 눈 내리는 날의 청명",7.75,7,7,7,10,P
2024-02-01,4025002,건강관리,"건강관리, 스포츠",고급스러운 체력 탄탄한 청량한 건강,7.75,7,6,8,10,P
2024-02-01,4025003,건강관리,"건강관리, 스포츠","포근한 겨울, 세련된 건강관리",7.75,8,7,6,10,P
2024-02-01,4025004,건강관리,"건강관리, 스포츠",겨울스포츠를 즐기는 다이내믹한 건강관리,7.5,4,8,8,10,P
2024-02-01,4025005,건강관리,"건강관리, 스포츠",강인한 체력으로 눈 내리는 겨울을 함께해라,7.25,5,6,8,10,P
2024-02-01,4025006,건강관리,"건강관리, 스포츠","도발적인 건강, 청명한 겨울을 위한",7.0,7,7,4,10,P
2024-02-01,4025007,건강관리,"건강관리, 스포츠","강인한 체력 유지, 역동적인 건강 포근한 설절",5.75,2,3,8,10,P
2024-02-01,4025008,건강관리,"건강관리, 스포츠",고급스러운 건강관리로 청량한 여름을 품격있게 보냅니다,0.0,7,8,8,7,F
2024-02-01,4025009,건강관리,"건강관리, 스포츠",청량한 겨울향기로 건강을 느껴보세요,0.0,9,6,7,10,F
2024-02-01,4026000,건강관리,건강관리,"고급 건강관리, 포근한 웰빙 시작",8.75,8,8,9,10,P
2024-02-01,4026001,건강관리,건강관리,"눈 내리는 품격있는 건강관리, 고급스러운 선물",7.75,8,8,5,10,P
2024-02-01,4026002,건강관리,건강관리,건강한 숨결 불어오는 청량한 겨울,6.75,5,8,4,10,P
2024-02-01,4026003,건강관리,건강관리,건강에 쌀쌀한 눈 내리는 날 건강관리 상품 이벤트,6.5,4,5,8,9,P
2024-02-01,4026004,건강관리,건강관리,"눈 내리는 겨울, 건강에 선물 선사",6.5,3,5,8,10,P
2024-02-01,4026005,건강관리,건강관리,"쌀쌀한 봄 건강, 실속있는 케어로 힘찬 당신을 위한 고성능 건강관리",0.0,3,6,8,0,P
2024-02-01,4026006,건강관리,건강관리,"건강에 겨울, 세련된 겨울, 눈 내리는 겨울향기 나는",0.0,4,3,2,7,F
2024-02-01,4026007,건강관리,건강관리,"고급스러운 건강관리, 청량한 청명이 도래합니다",0.0,4,5,8,10,F
2024-02-01,4026008,건강관리,건강관리,"품격있는 설 명절, 고급스러운 건강관리 기술을 선사합니다",0.0,9,8,8,5,F
2024-02-01,4026009,건강관리,건강관리,"실속있는 관리, 품격있는 겨울의 순간을 만나다",0.0,5,8,2,10,F
